Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1732117598918,20/11/2024 15:46:38,1732099598918,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1732117598919,20/11/2024 15:46:38,1732099598919,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,1,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1732117598919,20/11/2024 15:46:38,1732099598919,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,other,nothing.,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
14,1732117598937,20/11/2024 15:46:38,1732099598937,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,Yes,,Yes|No,Multiple Choice,5,object-7
15,1732117598938,20/11/2024 15:46:38,1732099598938,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
16,1732117598939,20/11/2024 15:46:38,1732099598939,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1732117598940,20/11/2024 15:46:38,1732099598940,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1732117598942,20/11/2024 15:46:38,1732099598942,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,N/A,,,Comment Box,7,object-9
19,1732117598943,20/11/2024 15:46:38,1732099598943,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,24 inches,,,Comment Box,8,object-10
20,1732117598944,20/11/2024 15:46:38,1732099598944,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,none,,,Comment Box,9,object-11
21,1732117598945,20/11/2024 15:46:38,1732099598945,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,none,,,Comment Box,10,object-12
22,1732117598946,20/11/2024 15:46:38,1732099598946,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,value,Yes,,Yes|No,Multiple Choice,11,object-13
23,1732117598947,20/11/2024 15:46:38,1732099598947,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,quantised,1,,Yes|No,Multiple Choice,11,object-13
24,1732117598947,20/11/2024 15:46:38,1732099598947,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,value,Yes,,Yes|No,Multiple Choice,12,object-14
25,1732117598948,20/11/2024 15:46:38,1732099598948,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,quantised,1,,Yes|No,Multiple Choice,12,object-14
26,1732117598949,20/11/2024 15:46:38,1732099598949,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,11. What additional information would you add to help make things easier to understand?,response,value,"It worked fine the first calibration. Nothing in my environment changed, and I did not look away, at my phone, or get up during the entire study. ",,,Comment Box,13,object-16
27,1732117598950,20/11/2024 15:46:38,1732099598950,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,value,No,,Yes|No,Multiple Choice,14,object-15
28,1732117598950,20/11/2024 15:46:38,1732099598950,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,quantised,2,,Yes|No,Multiple Choice,14,object-15
29,1732117598952,20/11/2024 15:46:38,1732099598952,-5,20/11/2024 05:46:38,196386,5,questionnaire-ng98,,41492369,BLIND,12110579,,complete,,673dfb958094011a91333a44,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1366x633,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB24,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,183478,,,,
1,1732117442434,20/11/2024 15:44:02,1732099442434,-5,20/11/2024 05:44:02,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,
2,1732117522374,20/11/2024 15:45:22,1732099522374,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,value,No,,Yes|No,Multiple Choice,1,object-3
3,1732117522374,20/11/2024 15:45:22,1732099522374,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,quantised,2,,Yes|No,Multiple Choice,1,object-3
4,1732117522374,20/11/2024 15:45:22,1732099522374,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,value,No,,Yes|No,Multiple Choice,2,object-4
5,1732117522374,20/11/2024 15:45:22,1732099522374,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,quantised,2,,Yes|No,Multiple Choice,2,object-4
6,1732117522375,20/11/2024 15:45:22,1732099522375,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If yes, please list below:",response,value,None,,,Comment Box,3,object-5
7,1732117522375,20/11/2024 15:45:22,1732099522375,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Eye Glasses,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
8,1732117522375,20/11/2024 15:45:22,1732099522375,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Contacts,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
9,1732117522376,20/11/2024 15:45:22,1732099522376,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Makeup,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
10,1732117522376,20/11/2024 15:45:22,1732099522376,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Strip or individual eyelashes,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
11,1732117522376,20/11/2024 15:45:22,1732099522376,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1732117522377,20/11/2024 15:45:22,1732099522377,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,1,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1732117522385,20/11/2024 15:45:22,1732099522385,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,other,None,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
14,1732117522385,20/11/2024 15:45:22,1732099522385,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,Yes,,Yes|No,Multiple Choice,5,object-7
15,1732117522385,20/11/2024 15:45:22,1732099522385,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
16,1732117522386,20/11/2024 15:45:22,1732099522386,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1732117522386,20/11/2024 15:45:22,1732099522386,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1732117522387,20/11/2024 15:45:22,1732099522387,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,Not using,,,Comment Box,7,object-9
19,1732117522387,20/11/2024 15:45:22,1732099522387,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,18 in,,,Comment Box,8,object-10
20,1732117522387,20/11/2024 15:45:22,1732099522387,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,none,,,Comment Box,9,object-11
21,1732117522388,20/11/2024 15:45:22,1732099522388,-5,20/11/2024 05:45:22,196386,5,questionnaire-ng98,,41492375,BLIND,12110600,,complete,,673dfb4d3978ddb621634341,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x788,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,none,,,Comment Box,10,object-12
