Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1733328072738,04/12/2024 16:01:12,1733310072738,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1733328072738,04/12/2024 16:01:12,1733310072738,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,1,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1733328072738,04/12/2024 16:01:12,1733310072738,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,other,None,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
14,1733328072744,04/12/2024 16:01:12,1733310072744,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,Yes,,Yes|No,Multiple Choice,5,object-7
15,1733328072745,04/12/2024 16:01:12,1733310072745,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
16,1733328072745,04/12/2024 16:01:12,1733310072745,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1733328072745,04/12/2024 16:01:12,1733310072745,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1733328072746,04/12/2024 16:01:12,1733310072746,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,Macbook built in,,,Comment Box,7,object-9
19,1733328072746,04/12/2024 16:01:12,1733310072746,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,A normal distance.,,,Comment Box,8,object-10
20,1733328072746,04/12/2024 16:01:12,1733310072746,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,I did not look at my phone at all.,,,Comment Box,9,object-11
21,1733328072747,04/12/2024 16:01:12,1733310072747,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,None.,,,Comment Box,10,object-12
22,1733328072747,04/12/2024 16:01:12,1733310072747,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,value,Yes,,Yes|No,Multiple Choice,11,object-13
23,1733328072747,04/12/2024 16:01:12,1733310072747,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,quantised,1,,Yes|No,Multiple Choice,11,object-13
24,1733328072748,04/12/2024 16:01:12,1733310072748,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,value,Yes,,Yes|No,Multiple Choice,12,object-14
25,1733328072748,04/12/2024 16:01:12,1733310072748,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,quantised,1,,Yes|No,Multiple Choice,12,object-14
26,1733328072748,04/12/2024 16:01:12,1733310072748,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,11. What additional information would you add to help make things easier to understand?,response,value,I followed the directions completely. Not sure what went wrong.,,,Comment Box,13,object-16
27,1733328072749,04/12/2024 16:01:12,1733310072749,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,value,No,,Yes|No,Multiple Choice,14,object-15
28,1733328072749,04/12/2024 16:01:12,1733310072749,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,quantised,2,,Yes|No,Multiple Choice,14,object-15
29,1733328072750,04/12/2024 16:01:12,1733310072750,-5,04/12/2024 06:01:12,196386,6,questionnaire-ng98,,41801387,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1436x669,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,114293,,,,
1,1733331874260,04/12/2024 17:04:34,1733313874260,-5,04/12/2024 07:04:34,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,
2,1733332068320,04/12/2024 17:07:48,1733314068320,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,value,No,,Yes|No,Multiple Choice,1,object-3
3,1733332068320,04/12/2024 17:07:48,1733314068320,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,quantised,2,,Yes|No,Multiple Choice,1,object-3
4,1733332068321,04/12/2024 17:07:48,1733314068321,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,value,No,,Yes|No,Multiple Choice,2,object-4
5,1733332068322,04/12/2024 17:07:48,1733314068322,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,quantised,2,,Yes|No,Multiple Choice,2,object-4
6,1733332068323,04/12/2024 17:07:48,1733314068323,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If yes, please list below:",response,value,N/A ,,,Comment Box,3,object-5
7,1733332068323,04/12/2024 17:07:48,1733314068323,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Eye Glasses,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
8,1733332068324,04/12/2024 17:07:48,1733314068324,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Contacts,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
9,1733332068324,04/12/2024 17:07:48,1733314068324,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Makeup,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
10,1733332068325,04/12/2024 17:07:48,1733314068325,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Strip or individual eyelashes,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
11,1733332068325,04/12/2024 17:07:48,1733314068325,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1733332068326,04/12/2024 17:07:48,1733314068326,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,1,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1733332068326,04/12/2024 17:07:48,1733314068326,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,other,None of these - survey required me to answer anyway,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
14,1733332068338,04/12/2024 17:07:48,1733314068338,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,No,,Yes|No,Multiple Choice,5,object-7
15,1733332068338,04/12/2024 17:07:48,1733314068338,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,2,,Yes|No,Multiple Choice,5,object-7
16,1733332068339,04/12/2024 17:07:48,1733314068339,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1733332068340,04/12/2024 17:07:48,1733314068340,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1733332068341,04/12/2024 17:07:48,1733314068341,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,N/A - the survey required me to answer this question despite marking 'yes' above,,,Comment Box,7,object-9
19,1733332068342,04/12/2024 17:07:48,1733314068342,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,Arm's length away,,,Comment Box,8,object-10
20,1733332068343,04/12/2024 17:07:48,1733314068343,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,No times,,,Comment Box,9,object-11
21,1733332068343,04/12/2024 17:07:48,1733314068343,-5,04/12/2024 07:07:48,196386,6,questionnaire-ng98,,41803161,BLIND,12211172,,complete,,675088bc77704847ea338573,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1440x900,1440x685,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB10,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,"Once to turn the light up in the room I'm in, after I didn't pass the first calibration.",,,Comment Box,10,object-12
