Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
15,1733331479494,04/12/2024 16:57:59,1733313479494,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
16,1733331479494,04/12/2024 16:57:59,1733313479494,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1733331479495,04/12/2024 16:57:59,1733313479495,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1733331479495,04/12/2024 16:57:59,1733313479495,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,N/A,,,Comment Box,7,object-9
19,1733331479495,04/12/2024 16:57:59,1733313479495,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,15 inches,,,Comment Box,8,object-10
20,1733331479496,04/12/2024 16:57:59,1733313479496,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,5 times,,,Comment Box,9,object-11
21,1733331479496,04/12/2024 16:57:59,1733313479496,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,0,,,Comment Box,10,object-12
22,1733331479496,04/12/2024 16:57:59,1733313479496,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,value,No,,Yes|No,Multiple Choice,11,object-13
23,1733331479496,04/12/2024 16:57:59,1733313479496,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,quantised,2,,Yes|No,Multiple Choice,11,object-13
24,1733331479497,04/12/2024 16:57:59,1733313479497,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,value,Yes,,Yes|No,Multiple Choice,12,object-14
25,1733331479497,04/12/2024 16:57:59,1733313479497,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,quantised,1,,Yes|No,Multiple Choice,12,object-14
26,1733331479497,04/12/2024 16:57:59,1733313479497,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,11. What additional information would you add to help make things easier to understand?,response,value,N/A,,,Comment Box,13,object-16
27,1733331479498,04/12/2024 16:57:59,1733313479498,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,value,No,,Yes|No,Multiple Choice,14,object-15
28,1733331479498,04/12/2024 16:57:59,1733313479498,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,quantised,2,,Yes|No,Multiple Choice,14,object-15
29,1733331479499,04/12/2024 16:57:59,1733313479499,-5,04/12/2024 06:57:59,196386,6,questionnaire-7ac3,,41802992,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,79696,,,,
1,1733332608271,04/12/2024 17:16:48,1733311008271,-6,04/12/2024 05:16:48,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,
2,1733332723353,04/12/2024 17:18:43,1733311123353,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,value,No,,Yes|No,Multiple Choice,1,object-3
3,1733332723353,04/12/2024 17:18:43,1733311123353,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,quantised,2,,Yes|No,Multiple Choice,1,object-3
4,1733332723354,04/12/2024 17:18:43,1733311123354,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,value,No,,Yes|No,Multiple Choice,2,object-4
5,1733332723354,04/12/2024 17:18:43,1733311123354,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,quantised,2,,Yes|No,Multiple Choice,2,object-4
6,1733332723354,04/12/2024 17:18:43,1733311123354,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"If yes, please list below:",response,value,N/A,,,Comment Box,3,object-5
7,1733332723355,04/12/2024 17:18:43,1733311123355,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Eye Glasses,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
8,1733332723355,04/12/2024 17:18:43,1733311123355,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Contacts,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
9,1733332723356,04/12/2024 17:18:43,1733311123356,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Makeup,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
10,1733332723356,04/12/2024 17:18:43,1733311123356,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Strip or individual eyelashes,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
11,1733332723357,04/12/2024 17:18:43,1733311123357,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1733332723358,04/12/2024 17:18:43,1733311123358,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,1,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1733332723358,04/12/2024 17:18:43,1733311123358,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,other,N/A,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
14,1733332723372,04/12/2024 17:18:43,1733311123372,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,Yes,,Yes|No,Multiple Choice,5,object-7
15,1733332723373,04/12/2024 17:18:43,1733311123373,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
16,1733332723374,04/12/2024 17:18:43,1733311123374,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1733332723375,04/12/2024 17:18:43,1733311123375,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1733332723375,04/12/2024 17:18:43,1733311123375,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,N/A,,,Comment Box,7,object-9
19,1733332723377,04/12/2024 17:18:43,1733311123377,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,15 inches,,,Comment Box,8,object-10
20,1733332723378,04/12/2024 17:18:43,1733311123378,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,0,,,Comment Box,9,object-11
21,1733332723379,04/12/2024 17:18:43,1733311123379,-6,04/12/2024 05:18:43,196386,6,questionnaire-7ac3,,41803500,BLIND,12210955,,complete,,675080f36a99effe7eb97fac,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB27,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,0,,,Comment Box,10,object-12
