Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Randomise questionnaire elements?,Question Key,Response
11,1732030248697,19/11/2024 15:30:48,1732030247832,-5,19/11/2024 10:30:47,196386,5,questionnaire-w1i9,,41462068,BLIND,12102281,,complete,,673cab32f283820082fe197c,computer,Desktop or Laptop,Mac OS 10.14,Firefox 115.0,1440x900,1440x815,Headphone Check Pass,,,Demographic Questionnaire,5,CB32,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,19
12,1732030248697,19/11/2024 15:30:48,1732030247833,-5,19/11/2024 10:30:47,196386,5,questionnaire-w1i9,,41462068,BLIND,12102281,,complete,,673cab32f283820082fe197c,computer,Desktop or Laptop,Mac OS 10.14,Firefox 115.0,1440x900,1440x815,Headphone Check Pass,,,Demographic Questionnaire,5,CB32,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,I do not use spanish
13,1732030248697,19/11/2024 15:30:48,1732030247833,-5,19/11/2024 10:30:47,196386,5,questionnaire-w1i9,,41462068,BLIND,12102281,,complete,,673cab32f283820082fe197c,computer,Desktop or Laptop,Mac OS 10.14,Firefox 115.0,1440x900,1440x815,Headphone Check Pass,,,Demographic Questionnaire,5,CB32,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,0%
14,1732030248697,19/11/2024 15:30:48,1732030247834,-5,19/11/2024 10:30:47,196386,5,questionnaire-w1i9,,41462068,BLIND,12102281,,complete,,673cab32f283820082fe197c,computer,Desktop or Laptop,Mac OS 10.14,Firefox 115.0,1440x900,1440x815,Headphone Check Pass,,,Demographic Questionnaire,5,CB32,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,1
15,1732030248697,19/11/2024 15:30:48,1732030247834,-5,19/11/2024 10:30:47,196386,5,questionnaire-w1i9,,41462068,BLIND,12102281,,complete,,673cab32f283820082fe197c,computer,Desktop or Laptop,Mac OS 10.14,Firefox 115.0,1440x900,1440x815,Headphone Check Pass,,,Demographic Questionnaire,5,CB32,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,56871
1,1732030501697,19/11/2024 15:35:01,1732030497721,-5,19/11/2024 10:34:57,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732030536554,19/11/2024 15:35:36,1732030532608,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,20
3,1732030536703,19/11/2024 15:35:36,1732030532609,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Male
4,1732030536703,19/11/2024 15:35:36,1732030532609,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,1
5,1732030536703,19/11/2024 15:35:36,1732030532609,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,New England
6,1732030536703,19/11/2024 15:35:36,1732030532609,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-quantised,1
7,1732030536703,19/11/2024 15:35:36,1732030532609,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,
8,1732030536703,19/11/2024 15:35:36,1732030532609,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Not Hispanic or Latino
9,1732030536703,19/11/2024 15:35:36,1732030532609,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,2
10,1732030536703,19/11/2024 15:35:36,1732030532610,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-2,Asian
11,1732030536703,19/11/2024 15:35:36,1732030532610,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,16
12,1732030536703,19/11/2024 15:35:36,1732030532610,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,4
13,1732030536703,19/11/2024 15:35:36,1732030532610,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,20%
14,1732030536703,19/11/2024 15:35:36,1732030532610,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,3
15,1732030536703,19/11/2024 15:35:36,1732030532610,-5,19/11/2024 10:35:32,196386,5,questionnaire-w1i9,,41462228,BLIND,12102265,,complete,,673caafd1c0c5d1f2feb92d2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x738,Headphone Check Pass,,,Demographic Questionnaire,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,34889
1,1732032089663,19/11/2024 16:01:29,1732032088904,-5,19/11/2024 11:01:28,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732032213279,19/11/2024 16:03:33,1732032212591,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,32
3,1732032213536,19/11/2024 16:03:33,1732032212596,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Female
4,1732032213536,19/11/2024 16:03:33,1732032212600,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,2
5,1732032213536,19/11/2024 16:03:33,1732032212601,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,New England
6,1732032213536,19/11/2024 16:03:33,1732032212602,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-quantised,1
7,1732032213536,19/11/2024 16:03:33,1732032212603,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,
8,1732032213536,19/11/2024 16:03:33,1732032212604,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Not Hispanic or Latino
9,1732032213536,19/11/2024 16:03:33,1732032212605,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,2
10,1732032213536,19/11/2024 16:03:33,1732032212607,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-5,White
11,1732032213536,19/11/2024 16:03:33,1732032212608,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,15
12,1732032213536,19/11/2024 16:03:33,1732032212609,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,"17 years, took classes but not extemely fluent "
13,1732032213536,19/11/2024 16:03:33,1732032212610,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,0%
14,1732032213536,19/11/2024 16:03:33,1732032212611,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,1
15,1732032213536,19/11/2024 16:03:33,1732032212612,-5,19/11/2024 11:03:32,196386,5,questionnaire-w1i9,,41463112,BLIND,12102571,,complete,,673cb09cbc43c3afae56c6ae,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,Headphone Check Pass,,,Demographic Questionnaire,5,CB36,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,123707
1,1732116192516,20/11/2024 15:23:12,1732116192389,-6,20/11/2024 09:23:12,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732116233520,20/11/2024 15:23:53,1732116233412,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,35
3,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Male
4,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,1
5,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,Southern
6,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-quantised,2
7,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,
8,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
9,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,1
10,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-5,White
11,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,9
12,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,20
13,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,30%
14,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,4
15,1732116233668,20/11/2024 15:23:53,1732116233414,-6,20/11/2024 09:23:53,196386,5,questionnaire-w1i9,,41491693,BLIND,12110580,,complete,,673dfba6f003af2bcfac5748,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,Headphone Check Pass,,,Demographic Questionnaire,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,41025
1,1732117129567,20/11/2024 15:38:49,1732117128674,-5,20/11/2024 10:38:48,196386,5,questionnaire-w1i9,,41492268,BLIND,12110638,,complete,,673dfca87f7d4d59a40117e6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732117190568,20/11/2024 15:39:50,1732117189693,-5,20/11/2024 10:39:49,196386,5,questionnaire-w1i9,,41492268,BLIND,12110638,,complete,,673dfca87f7d4d59a40117e6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,27
3,1732117190690,20/11/2024 15:39:50,1732117189695,-5,20/11/2024 10:39:49,196386,5,questionnaire-w1i9,,41492268,BLIND,12110638,,complete,,673dfca87f7d4d59a40117e6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Male
4,1732117190690,20/11/2024 15:39:50,1732117189695,-5,20/11/2024 10:39:49,196386,5,questionnaire-w1i9,,41492268,BLIND,12110638,,complete,,673dfca87f7d4d59a40117e6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,1
5,1732117190690,20/11/2024 15:39:50,1732117189695,-5,20/11/2024 10:39:49,196386,5,questionnaire-w1i9,,41492268,BLIND,12110638,,complete,,673dfca87f7d4d59a40117e6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,Southern
