Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1732031500336,19/11/2024 15:51:40,1732013500336,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1732031500336,19/11/2024 15:51:40,1732013500336,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1732031500336,19/11/2024 15:51:40,1732013500336,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,Yes,,Yes|No,Multiple Choice,5,object-7
14,1732031500336,19/11/2024 15:51:40,1732013500336,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
15,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
16,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
17,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,n/a,,,Comment Box,7,object-9
18,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,15 inches,,,Comment Box,8,object-10
19,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,0,,,Comment Box,9,object-11
20,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,1,,,Comment Box,10,object-12
21,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,value,Yes,,Yes|No,Multiple Choice,11,object-13
22,1732031500340,19/11/2024 15:51:40,1732013500340,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,quantised,1,,Yes|No,Multiple Choice,11,object-13
23,1732031500341,19/11/2024 15:51:40,1732013500341,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,value,Yes,,Yes|No,Multiple Choice,12,object-14
24,1732031500341,19/11/2024 15:51:40,1732013500341,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,quantised,1,,Yes|No,Multiple Choice,12,object-14
25,1732031500341,19/11/2024 15:51:40,1732013500341,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,11. What additional information would you add to help make things easier to understand?,response,value,"nothing, pretty self explanitory",,,Comment Box,13,object-16
26,1732031500341,19/11/2024 15:51:40,1732013500341,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,value,No,,Yes|No,Multiple Choice,14,object-15
27,1732031500341,19/11/2024 15:51:40,1732013500341,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,quantised,2,,Yes|No,Multiple Choice,14,object-15
28,1732031500341,19/11/2024 15:51:40,1732013500341,-5,19/11/2024 05:51:40,196386,5,questionnaire-7ac3,,41462747,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,108220,,,,
1,1732032551703,19/11/2024 16:09:11,1732003751703,-8,19/11/2024 00:09:11,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,
2,1732032766244,19/11/2024 16:12:46,1732003966244,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,value,No,,Yes|No,Multiple Choice,1,object-3
3,1732032766244,19/11/2024 16:12:46,1732003966244,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,quantised,2,,Yes|No,Multiple Choice,1,object-3
4,1732032766244,19/11/2024 16:12:46,1732003966244,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,value,No,,Yes|No,Multiple Choice,2,object-4
5,1732032766244,19/11/2024 16:12:46,1732003966244,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,quantised,2,,Yes|No,Multiple Choice,2,object-4
6,1732032766244,19/11/2024 16:12:46,1732003966244,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"If yes, please list below:",response,value,None,,,Comment Box,3,object-5
7,1732032766245,19/11/2024 16:12:46,1732003966245,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Eye Glasses,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
8,1732032766245,19/11/2024 16:12:46,1732003966245,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Contacts,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
9,1732032766245,19/11/2024 16:12:46,1732003966245,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Makeup,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
10,1732032766245,19/11/2024 16:12:46,1732003966245,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Strip or individual eyelashes,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
11,1732032766245,19/11/2024 16:12:46,1732003966245,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1732032766246,19/11/2024 16:12:46,1732003966246,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,1,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1732032766246,19/11/2024 16:12:46,1732003966246,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,other,None,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
14,1732032766251,19/11/2024 16:12:46,1732003966251,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,Yes,,Yes|No,Multiple Choice,5,object-7
15,1732032766251,19/11/2024 16:12:46,1732003966251,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
16,1732032766251,19/11/2024 16:12:46,1732003966251,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1732032766251,19/11/2024 16:12:46,1732003966251,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1732032766252,19/11/2024 16:12:46,1732003966252,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,Built in camera,,,Comment Box,7,object-9
19,1732032766252,19/11/2024 16:12:46,1732003966252,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,20 inches,,,Comment Box,8,object-10
20,1732032766252,19/11/2024 16:12:46,1732003966252,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,0,,,Comment Box,9,object-11
21,1732032766253,19/11/2024 16:12:46,1732003966253,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,0,,,Comment Box,10,object-12
22,1732032766253,19/11/2024 16:12:46,1732003966253,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,value,Yes,,Yes|No,Multiple Choice,11,object-13
23,1732032766254,19/11/2024 16:12:46,1732003966254,-8,19/11/2024 00:12:46,196386,5,questionnaire-7ac3,,41463375,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,quantised,1,,Yes|No,Multiple Choice,11,object-13
