Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Randomise questionnaire elements?,Question Key,Response
11,1732031549114,19/11/2024 15:52:29,1732031548747,-5,19/11/2024 10:52:28,196386,5,questionnaire-3956,,41462818,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,,Demographic Questionnaire,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-6,1
12,1732031549114,19/11/2024 15:52:29,1732031548747,-5,19/11/2024 10:52:28,196386,5,questionnaire-3956,,41462818,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,,Demographic Questionnaire,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-7,15
13,1732031549114,19/11/2024 15:52:29,1732031548747,-5,19/11/2024 10:52:28,196386,5,questionnaire-3956,,41462818,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,,Demographic Questionnaire,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8,50%
14,1732031549114,19/11/2024 15:52:29,1732031548747,-5,19/11/2024 10:52:28,196386,5,questionnaire-3956,,41462818,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,,Demographic Questionnaire,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8-quantised,6
15,1732031549114,19/11/2024 15:52:29,1732031548747,-5,19/11/2024 10:52:28,196386,5,questionnaire-3956,,41462818,BLIND,12102286,,complete,,673cab122e521fa8c1d28d89,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1440x900,1340x795,Headphone Check Pass,,,Demographic Questionnaire,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,No,END QUESTIONNAIRE,44623
1,1732032770113,19/11/2024 16:12:50,1732032770690,-8,19/11/2024 08:12:50,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732032821684,19/11/2024 16:13:41,1732032822297,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-1,25
3,1732032821865,19/11/2024 16:13:41,1732032822298,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2,Female
4,1732032821865,19/11/2024 16:13:41,1732032822298,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2-quantised,2
5,1732032821865,19/11/2024 16:13:41,1732032822298,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3,Southwestern
6,1732032821865,19/11/2024 16:13:41,1732032822298,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3-quantised,6
7,1732032821865,19/11/2024 16:13:41,1732032822298,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3-text,
8,1732032821865,19/11/2024 16:13:41,1732032822298,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
9,1732032821865,19/11/2024 16:13:41,1732032822299,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-4-quantised,1
10,1732032821865,19/11/2024 16:13:41,1732032822299,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-5-5,White
11,1732032821865,19/11/2024 16:13:41,1732032822299,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-6,"As a baby, same as English"
12,1732032821865,19/11/2024 16:13:41,1732032822299,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-7,25
13,1732032821865,19/11/2024 16:13:41,1732032822299,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8,40%
14,1732032821865,19/11/2024 16:13:41,1732032822299,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8-quantised,5
15,1732032821865,19/11/2024 16:13:41,1732032822299,-8,19/11/2024 08:13:42,196386,5,questionnaire-3956,,41463488,BLIND,12102530,,complete,,673caf24ad7257a97a84d1de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Demographic Questionnaire,5,CB3,Yes,Pass,Pass,Headphone Check Pass,,,,No,END QUESTIONNAIRE,51609
1,1732117376423,20/11/2024 15:42:56,1732117377202,-6,20/11/2024 09:42:57,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1745x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732117403473,20/11/2024 15:43:23,1732117404307,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-1,29
3,1732117403616,20/11/2024 15:43:23,1732117404308,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2,Female
4,1732117403616,20/11/2024 15:43:23,1732117404309,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2-quantised,2
5,1732117403616,20/11/2024 15:43:23,1732117404309,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3,Midwestern
6,1732117403616,20/11/2024 15:43:23,1732117404309,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3-quantised,3
7,1732117403616,20/11/2024 15:43:23,1732117404309,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3-text,
8,1732117403616,20/11/2024 15:43:23,1732117404310,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
9,1732117403616,20/11/2024 15:43:23,1732117404310,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-4-quantised,1
10,1732117403616,20/11/2024 15:43:23,1732117404310,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-5-6,More than one race
11,1732117403616,20/11/2024 15:43:23,1732117404310,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-6,2
12,1732117403616,20/11/2024 15:43:23,1732117404311,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-7,27
13,1732117403616,20/11/2024 15:43:23,1732117404311,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8,10%
14,1732117403616,20/11/2024 15:43:23,1732117404311,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8-quantised,2
15,1732117403616,20/11/2024 15:43:23,1732117404311,-6,20/11/2024 09:43:24,196386,5,questionnaire-3956,,41492361,BLIND,12110586,,complete,,673dfbc36e685e0b7cb2fc1e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1730x866,Headphone Check Pass,,,Demographic Questionnaire,5,CB8,Yes,Pass,Pass,Headphone Check Pass,,,,No,END QUESTIONNAIRE,27109
1,1732118002496,20/11/2024 15:53:22,1732118001931,-5,20/11/2024 10:53:21,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1517x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732118184059,20/11/2024 15:56:24,1732118183185,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-1,28
3,1732118184243,20/11/2024 15:56:24,1732118183186,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2,Male
4,1732118184243,20/11/2024 15:56:24,1732118183187,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2-quantised,1
5,1732118184243,20/11/2024 15:56:24,1732118183187,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3,Other (please specify)
6,1732118184243,20/11/2024 15:56:24,1732118183187,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3-text,miami
7,1732118184243,20/11/2024 15:56:24,1732118183187,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
8,1732118184243,20/11/2024 15:56:24,1732118183187,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-4-quantised,1
9,1732118184243,20/11/2024 15:56:24,1732118183187,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-5-5,White
10,1732118184243,20/11/2024 15:56:24,1732118183187,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-6,2
11,1732118184243,20/11/2024 15:56:24,1732118183188,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-7,26
12,1732118184243,20/11/2024 15:56:24,1732118183188,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8,20%
13,1732118184243,20/11/2024 15:56:24,1732118183188,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-8-quantised,3
14,1732118184243,20/11/2024 15:56:24,1732118183188,-5,20/11/2024 10:56:23,196386,5,questionnaire-3956,,41492567,BLIND,12110559,,complete,,673dfb2493c1b38635fb2e82,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1498x853,Headphone Check Pass,,,Demographic Questionnaire,5,CB4,Yes,Pass,Pass,Headphone Check Pass,,,,No,END QUESTIONNAIRE,181257
1,1732118138614,20/11/2024 15:55:38,1732118137951,-5,20/11/2024 10:55:37,196386,5,questionnaire-3956,,41492629,BLIND,12110685,,complete,,673dfbf3a2509a74041b8cbd,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1850x968,Headphone Check Pass,,,Demographic Questionnaire,5,CB28,Yes,Pass,Pass,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1732118238561,20/11/2024 15:57:18,1732118237939,-5,20/11/2024 10:57:17,196386,5,questionnaire-3956,,41492629,BLIND,12110685,,complete,,673dfbf3a2509a74041b8cbd,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1835x968,Headphone Check Pass,,,Demographic Questionnaire,5,CB28,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-1,35
3,1732118238688,20/11/2024 15:57:18,1732118237940,-5,20/11/2024 10:57:17,196386,5,questionnaire-3956,,41492629,BLIND,12110685,,complete,,673dfbf3a2509a74041b8cbd,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1835x968,Headphone Check Pass,,,Demographic Questionnaire,5,CB28,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2,Female
4,1732118238688,20/11/2024 15:57:18,1732118237941,-5,20/11/2024 10:57:17,196386,5,questionnaire-3956,,41492629,BLIND,12110685,,complete,,673dfbf3a2509a74041b8cbd,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1835x968,Headphone Check Pass,,,Demographic Questionnaire,5,CB28,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-2-quantised,2
5,1732118238688,20/11/2024 15:57:18,1732118237941,-5,20/11/2024 10:57:17,196386,5,questionnaire-3956,,41492629,BLIND,12110685,,complete,,673dfbf3a2509a74041b8cbd,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1835x968,Headphone Check Pass,,,Demographic Questionnaire,5,CB28,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3,Other (please specify)
6,1732118238688,20/11/2024 15:57:18,1732118237941,-5,20/11/2024 10:57:17,196386,5,questionnaire-3956,,41492629,BLIND,12110685,,complete,,673dfbf3a2509a74041b8cbd,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1835x968,Headphone Check Pass,,,Demographic Questionnaire,5,CB28,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-3-text,NA
7,1732118238688,20/11/2024 15:57:18,1732118237942,-5,20/11/2024 10:57:17,196386,5,questionnaire-3956,,41492629,BLIND,12110685,,complete,,673dfbf3a2509a74041b8cbd,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1835x968,Headphone Check Pass,,,Demographic Questionnaire,5,CB28,Yes,Pass,Pass,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
